"","Incident","Location","Reported","Occurred","Comments","Disposition","UCPDI#","latitude","longitude"
"444","Traffic Accident","5533 S. Ellis","5/27/14 8:25 AM","5/27/14 8:25 AM","Truck struck a parked UC owned vehicle / Property damage only, no injuries / MVA00252","Closed","D00488",41.794433,-87.601298
"445","Theft","5530 S. Ellis (Ratner A.C.)","5/27/14 12:03 PM","5/22/14 to 5/27/14 11:30 AM to 10:00 AM","Two pouches containing cash taken from unsecured desk","Open","D00489",41.794467,-87.601449
"446","Theft","6031 S. Ellis (South Campus Res. Hall Bike Rack)","5/27/14 12:28 PM","5/17/14 to  5/19/14 6:00 PM to 3:00 PM","Bicycle secured to bike rack taken by an unknown person","Open","D00490",41.785372,-87.601103
"447","Lost Property","5640 S. University (Bartlett Commons)","5/27/14 12:59 PM","5/24/14 6:30 PM to 8:30 PM","Individual  reports  losing a cell phone","Closed","D00491",41.792504,-87.59818
"448","Theft","5530 S. Ellis (Ratner A.C.)","5/27/14 2:19 PM","5/27/14 11:30 AM to 12:55 PM","Laptop computer and cell phone charger taken from an unsecured locker / Investigation revealed the unattended property was taken by an associate for safekeeping and returned to the owner / Unfounded","Unfounded","D00492",41.794467,-87.601449
"449","Information","1100 E. 58th St. (Ryerson)","5/26/14 2:40 AM","5/26/14 2:40 AM","Seven unauthorized individuals found in 5th floor office / Escorted from building","Referred","D00486",41.789593,-87.599176
"450","Information","5030 S. Cornell (Coffee Shop)","5/26/14 3:41 PM","5/26/14 2:30 PM to 3:15 PM","Victim reports an unknown person took purse left hanging on the back of a chair in the coffee shop / CPD case HX277249","CPD","D00487",41.804061,-87.58655
"451","Liquor Law Violation","1414 E.59th St. (I-House)","5/25/14 2:02 AM","5/25/14 2:02 AM","Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS","Referred","D00483",41.850033,-87.650052
"452","Assist Other Agency","59th & Blackstone","5/25/14 6:39 PM","5/25/14 6:39 PM","UCPD officers detained motorist after observing a person being struck by the vehicle at 59th & Cornell Drive / CPD case HX276316","CPD","D00484",41.804251,-87.590539
"453","Interfering / Obstructing Police","5300 S. Lake Park","5/25/14 10:58 PM","5/25/14 10:58 PM","UCPD officers attempted to interview two individuals who fled from police /  One suspect apprehended with a replica firearm turned over to CPD / Second suspect arrested by UCPD","Arrest","D00485",41.799563,-87.58731
"454","Traffic Violation","5500 S. Payne Dr.","5/24/14 4:08 AM","5/24/14 4:08 AM","UCPD officer arrested a motorist for driving under the influence of intoxicating substance","Arrest","D00481",39.582119,-89.590321
"455","Recovered Vehicle","1453 E. 55th St.","5/24/14 8:56 AM","5/24/14 8:56 AM","UCPD officer recovered an unattended parked vehicle that had been reported stolen to CPD / CPD case HX253794","CPD","D00482",41.79545,-87.589952
"456","Information","University between 61st & 62nd St.","5/23/14 2:47 PM","5/23/14 2:47 PM","UCPD officers detained a suspect who had committed a burglary at an off campus private apartment / Arrested by CPD / CPD case","CPD","D00480",41.863546,-87.647277
"457","Theft from Motor Vehicle","5840 S. Maryland (Parking Structure)","5/22/14 8:26 AM","5/21/14 to 5/22/14 6:40 PM to 7:40 AM","Unknown person took spare tire from a Toyota Rav 4 parked on the 3rd floor / Unfounded - Victim discovered the theft occurred outside of the UCPD area, not at 5840 S. Maryland","Unfounded","D00474",41.788803,-87.604882
"458","Information","6257 S. Kenwood (Church Parking Lot)","5/22/14 9:10 AM","5/22/14 9:00 AM","Unknown individual exposed himself to a person in a surface parking lot off campus / CPD case HX271640","CPD","D00475",41.781318,-87.593004
"459","Lost Property","55th to 56th / University to Woodlawn","5/22/14 10:37 AM","5/22/14 8:50 AM to 8:55 AM","Individual reports losing iPhone","Closed","D00476",41.794219,-87.629544
"460","Fire/Smoke","901 E. 58th St. (Mitchell ER)","5/22/14 2:23 PM","5/22/14 2:23 PM","Smoke caused by an overheated blower motor filled entrance to ER / CFD Engine 47 on the scene / No reported injuries or property damage","Closed","D00477",41.912085,-87.640506
"461","Warrant Arrest","5200 S. Dorchester","5/22/14 3:17 PM","5/22/14 3:17 PM","UCPD officer arrested an individual wanted on a warrant from Cook County","Arrest","D00478",39.078382,-89.885609
"462","Damage to Vehicle","6054 S. Drexel","5/22/14 7:20 PM","5/22/14 7:20 PM","Small dents observed on hood a UC owned vehicle / Likely from recent hail storm","Closed","D00479",41.784763,-87.604481
"463","Information","5400 S. Woodlawn","5/21/14 2:28 PM","5/21/14 2:25 PM","Two unknown suspects forcibly took wallet from a victim walking on the sidewalk off campus and fled in a dark blue 4-door vehicle / CPD case HX270613","CPD","D00471",41.797986,-87.596609
"464","Information","6031 S. Ellis (South Campus Res. Hall)","5/21/14 9:08 PM","5/9/14 to 5/20/14 Various","Report of unwanted, unsolicited phone calls and email messages from an individual","Closed","D00472",41.785372,-87.601103
"465","Warrant Arrest","6300 S. Ingleside","5/21/14 9:17 PM","5/21/14 9:17 PM","Subsequent to a traffic stop, UCPD officer arrested a motorist for a warrant from DuPage County, IL","Arrest","D00473",42.372149,-88.14969
"466","Theft","850 E. 58th St. (American School)","5/20/14 4:55 PM","5/19/14 10:45 AM to 5:30 PM","Wallet taken from purse left unattended in office","Open","D00466",41.789445,-87.605278
"467","Information","5758 S. Maryland (DCAM)","5/20/14 6:40 PM","5/20/14 3:00 PM to 3:10 PM","Person tripped over mat in 4th floor hallway and fell / Declined medical assistance at this time","Closed","D00467",41.790253,-87.605016
"468","Information","Greenwood between 53rd & 54th","5/20/14 6:59 PM","5/20/14 4:30 PM to 6:30 PM","Unknown person(s) gained entry to off campus private apartment via unsecured window / Took 2 laptops / CPD case","CPD","D00468",41.814621,-87.599369
"469","Traffic Violation","4500 S. Ellis","5/20/14 11:48 PM","5/20/14 11:48 PM","UCPD officer arrested a motorist driving with a revoked driver's license","Arrest","D00470",41.813227,-87.601776
"470","Armed Robbery","6000 S. University","5/19/14 12:35 AM","5/19/14 12:35 AM","Three suspects, one armed with a handgun took a cell phone and a wallet from a victim walking on the sidewalk / Suspects arrested by UCPD / Victim's property was recovered","Arrest","D00463",41.785961,-87.597945
"471","Criminal Trespass to Land","5656 S. Maryland (Construction Site)","5/19/14 8:04 AM","5/19/14 11:40 AM to 12:05 PM","Eight individuals were warned several times that they were trespassing on a construction site on private property / Individuals were escorted from the site","Closed","D00464",41.792128,-87.605035
"472","Criminal Damage to Property","5640 S. University (Bartlett Commons)","5/18/14 1:37 AM","5/18/14 1:37 AM","Unknown person(s) broke glass pane in exterior door","Open","D00459",41.792504,-87.59818
"473","Liquor Law Violation","5630 S. University (Max Palevsky)","5/18/14 7:54 AM","5/18/14 7:54 AM","Underage individual became ill after consuming alcoholic beverages / Transported to ER for evaluation and treatment","Referred","D00460",41.792689,-87.598183
"474","Lost Property","5815 S. Maryland (Mitchell Hospital)","5/18/14 1:05 PM","5/18/14 12:45 PM","Woman left iPhone unattended in washroom / Returned to find phone missing","Closed","D00461",41.789267,-87.604888
"475","Assist Other Agency","6128 S. Kenwood","5/18/14 3:23 PM","5/18/14 3:23 PM","UCPD officer recovered an unoccupied parked vehicle that had been reported stolen to CPD / CPD case HX218035","CPD","D00462",41.78368,-87.593205
"476","Information","4800 S. Lake Park","5/17/14 3:56 PM","5/17/14 3:56 PM","UC owned vehicle was struck by another vehicle while stopped in traffic / Property damage only / CPD case HX265521","CPD","D00452",41.808087,-87.590651
"477","Liquor Law Violation","5706 S. University (Reynolds Club)","5/17/14 4:00 PM","5/17/14 4:00 PM","Underage individual became ill after consuming alcoholic beverages at another location off campus / Transported to ER by CFD EMS","Referred","D00453",41.791316,-87.598148
"478","Information","1101 E. 57th St.","5/17/14 4:58 PM","5/17/14 4:55 PM","UC Shuttle involved in traffic crash / Traffic crash report MVA00248","Closed","D00454",41.791342,-87.599096
"479","Assist Other Agency","6300 S. Drexel","5/17/14 7:20 PM","5/17/14 7:20 PM","UCPD officer assisted CPD officers while they arrested a subject driving a stolen vehicle / CPD case","CPD","D00455",41.780447,-87.602888
"480","Liquor Law Violation","1100 E. 57th St. (Regenstein Library)","5/17/14 7:52 PM","5/17/14 7:52 PM","Underage individual became ill after consuming alcoholic beverages,  found in 5th floor washroom / Transported to ER by CFD EMS","Referred","D00456",41.791492,-87.599098
"481","Lost Property","5706 S. University","5/17/14 8:59 PM","5/17/14 3:00 PM to 8:00 PM","Woman reported losing keys somewhere in the area between 55th St. and 57th St.","Closed","D00457",41.791316,-87.598148
"482","Information","Ellis between 54th & 55th","5/17/14 11:38 PM","5/17/14 10:00 PM to 11:20 PM","Woman reported being sexually assaulted by an acquaintance in an off campus private apartment / Victim declined CPD report and refused to pursue charges","Closed","D00458",41.795634,-87.616917
"483","Possession of Cannabis","4900 S. Drexel","5/16/14 2:36 AM","5/16/14 2:36 AM","Subsequent to stopping a motorist for a traffic violation, UCPD officer arrested individual for possession of cannabis and driving with a suspended driver's license","Arrest","D00444",41.80222,-87.604035
"484","Information / Traffic Accident / Property Damage","6049 S. Dorchester","5/16/14 8:28 AM","6/16/14 8:25 AM","UC owned vehicle involved in a property damage accident / No injuries reported / MVA00246","Closed","D00445",39.078176,-89.885675
"485","Warrant Arrest","1515 E. 57th St.","5/16/14 10:16 AM","5/16/14 10:16 AM","Subsequent to stopping a traffic violator, UCPD officer arrested the motorist for a warrant from DuPage County, IL","Arrest","D00446",41.79154,-87.58831
"486","Information","Cornell between 53rd & 54th","5/16/14 2:28 PM","5/15/14 to 5/16/14 10:45 AM to 2:15 PM","Unknown person(s) gained entry to off campus private apartment by forcing the rear door / No property reported missing at the time / CPD case","CPD","D00447",41.806787,-87.587735
"487","Information / Damage to Property","5505 S. Ellis (Ellis Garage)","5/16/14 3:32 PM","5/15/14 6:30 AM to 6:30 PM","Debris from overhead on 2nd floor of garage fell on hood of a parked vehicle causing minor damage","Closed","D00448",41.794915,-87.601274
"488","Burglary","5418 S. Ridgewood Court (Neighborhood Apts.)","5/16/14 4:34 PM","5/16/14 8:30 AM to 4:20 PM","Unknown person(s) gained entry to off campus apartment by forcing the rear door / 2 laptop computers and fur coat taken","Open","D00449",41.797597,-87.592681
"489","Information","1116 E. 59th St. (Harper)","5/16/14 8:50 PM","5/16/14 8:50 PM","Two male subjects were observed on University property loitering by bicycle racks / Individuals were issued warning not to trespass on University property","Closed","D00450",41.787855,-87.598533
"490","Information / Traffic Accident","1000 E. 63rd St.","5/16/14 10:50 PM","5/16/14 10:30 PM","Shuttle bus involved in traffic crash / CPD case HX264648","CPD","D00451",41.780467,-87.601067
"491","Theft","5630 S. University (Max Palevsky)","5/15/14 12:11 PM","5/15/14 3:00 AM to 9:00 AM","Unattended, unsecured laptop computer taken from 2nd floor recreation room","Open","D00442",41.792689,-87.598183
"492","Traffic Crash / Property Damage","5100 S. Cottage Grove","5/14/14 10:42 PM","5/14/14 10:42 PM","UC owned vehicle struck by a vehicle in traffic / CPD case HX262117","CPD","D00443",41.80225,-87.606406
"493","Criminal Damage to Vehicle","5505 S. Ellis (Parking Structure)","5/14/14 9:19 AM","5/13/14 9:15 AM to 5:00 PM","Owner returned to vehicle parked on the 4th level and found scratches on driver's side door","Open","D00437",41.794915,-87.601274
"494","Information","Woodlawn between 50th & 51st St.","5/14/14 1:34 PM","5/14/14 7:45 AM to 1:30 PM","Unknown person(s) entered off campus private apartment via unsecured side window taking electronics and jewelry / CPD case","CPD","D00438",41.80191,-87.628039
"495","Theft","1020 E. 58th St. (Kent Bike Rack)","5/14/14 2:54 PM","5/14/14 8:30 AM to 12:00 PM","Bicycle secured to bike rack taken by an unknown person","Open","D00439",42.311589,-89.902304
"496","Burglary","5316 S. Dorchester (Gaylord Apts.)","5/14/14 6:42 PM","5/14/14 6:42 PM","UCPD officers arrested two males for unlawfully entering a secured off campus UC owned building and taking a parcel, the property of a resident / Charged with residential burglary","Arrest","D00440",41.799272,-87.591855
"497","Non-Criminal / Damage to Property","1414 E. 59th St. (I-House)","5/14/14 11:54 PM","5/14/14 11:54 PM","Elevator door damaged by CFD while freeing a resident from an elevator stuck between floors / Facilities on the scene","Closed","D00441",41.787933,-87.591008
"498","Information / Traffic Crash","5500 S. Woodlawn","5/12/14 11:51 PM","5/12/14 11:51 PM","Bicyclist struck by a shuttle bus / No injuries claimed / Refused medical exam","Closed","D00431",41.795065,-87.596543
"499","Theft","6054 S. Drexel (Parking Structure)","5/13/14 11:45 AM","4/22/14 to 5/13/14 10:30 AM to 11:30 AM","Fire extinguisher taken from level 3C","Open","D00432",41.784763,-87.604481
"500","Information","Harper between 53rd & 54th","5/13/14 2:23 PM","5/13/14 11:30 AM to 2:20 PM","Unknown person(s) entered off campus private apartment via unsecured rear window and took a laptop computer, iPad and coins / CPD case","CPD","D00433",41.791615,-87.589528
"501","Theft from Motor Vehicle","5505 S. Ellis (Parking Structure)","5/13/14 2:05 PM","5/12/14 9:00 AM to 6:45 PM","Four hub caps taken from a vehicle parked on the lower level of the garage","Open","D00434",41.794915,-87.601274
"502","Recovered Vehicle","810 E. Hyde Park","5/13/14 4:50 AM","5/13/14 4:50 PM","UCPD officer recovered an unoccupied parked vehicle that had been reported stolen to Chicago Police on 5/9/14 / Returned to owner / CPD case HX254978","CPD","D00435",41.802333,-87.606132
"503","Theft","5514 S. Blackstone (Blackstone Villa)","5/13/14 8:15 PM","5/13/14 2:00 PM to 8:10 PM","Unknown person opened parcel left in apartment building lobby and took contents","Open","D00436",41.794583,-87.590399
"504","Liquor Law Violation","1009 E. 57th St. (Snell-Hitchcock)","5/12/14 12:54 AM","5/12/14 12:54 AM","Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS","Referred","D00426",41.791319,-87.60116
"505","Liquor Law Violation","1009 E. 57th St. (Snell-Hitchcock)","5/12/14 1:47 AM","5/12/14 1:47 AM","Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS","Referred","D00427",41.791319,-87.60116
"506","Theft","5700 S. Maryland (CCD - Starbucks)","5/12/14 12:02 PM","5/12/14 7:00 AM to 11:40 AM","Unknown person removed combination lock from employee's locker and took a purse","Open","D00428",41.79135,-87.604956
"507","Theft","1116 E. 59th St. (Harper Library)","5/12/14 3:49 PM","5/12/14 2:55 PM to 3:00 PM","Unattended laptop computer left on 1st floor bench taken by an unknown person / Notified that the unattended laptop was taken by an acquaintnace for safekeeping and returned to the owner / Unfounded","Unfounded","D00429",41.802263,-87.589226
"508","Battery","1000 E. 54th St.","5/12/14 3:44 PM","5/12/14 3:40 PM","UCPD officer attempted to detain an individual for possession of cannabis / Suspect resisted and battered officer / Suspect placed under arrest charged with battery","Arrest","D00430",41.797933,-87.60127
